State,Site,Campaign,Season,Date,Point_no,Species,Sec_10,Sec_20,Sec_30,Sec_40,Sec_50,Sec_60,Sec_70,Sec_80,Sec_90,Sec_100,Sec_110,Sec_120,Sec_130,Sec_140,Sec_150,Sec_160,Sec_170,Sec_180,Comments
NC,HI,None,,12-Jun-24,2,AMOY,R,R,R,R,R,R,R,R,R,R,R,A,M,M,A,R,R,R,One adult of a pair sitting beachfront in posting
NC,HI,None,,12-Jun-24,3,WIPL,A,A,M,M,A,M,F,F,F,M,M,F,F,F,M,M,F,A,
NC,HI,None,,12-Jun-24,4,SAND,F,F,F,F,M,M,F,F,F,M,FL,OS,OS,OS,OS,OS,OS,OS,Flew away at 1:50
NY,Far Rockaway,None,,12-Jun-24,2,PIPL,A,M,M,M,M,M,F,F,F,F,F,M,M,M,M,R,A,A,Territorial with other plovers
NY,Far Rockaway,None,,12-Jun-24,3,AMOY,R,M,R,R,R,R,R,M,F,F,A,M,M,F,M,M,M,M,
NY,Arverne,None,,12-Jun-24,1,PIPL,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NY,Arverne,None,,12-Jun-24,1,AMOY,R,R,M,M,M,M,M,M,M,M,R,R,R,R,R,R,R,R,
NY,Arverne,None,,12-Jun-24,2,AMOY,A,A,A,A,A,A,M,M,M,M,M,R,R,R,R,R,R,R,
NY,Arverne,None,,12-Jun-24,2,PIPL,A,A,A,M,M,M,A,M,A,M,M,A,A,M,A,M,M,M,plover with mate and 4 chicks walking to shore with amoy around
NY,Arverne,None,,12-Jun-24,3,PIPL,F,F,M,M,M,R,M,M,F,M,F,M,F,F,M,M,M,F,
NY,Arverne,None,,12-Jun-24,3,AMOY,F,M,M,M,M,M,M,M,M,M,F,M,M,M,M,M,M,M,
NY,Arverne,None,,12-Jun-24,4,PIPL,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,M,
NY,Arverne,None,,12-Jun-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,R,M,
CT,Housatonic: Milford Shoreline,Walkers,B,13-Jun-24,7,AMOY,F,F,M,FL,M,M,F,F,F,F,F,F,F,F,F,F,F,F,Banded AMOY = N29
CT,Housatonic: Milford Point,Walkers,B,13-Jun-24,5,PIPL,R,R,R,R,R,R,R,M,R,R,R,R,R,O,M,O,R,R,O = Nest Tidying (Moving Shells)
CT,Housatonic: Milford Point,Walkers,B,13-Jun-24,6,PIPL,F,F,M,FL,FL,R,M,F,M,R,M,R,M,R,R,R,R,R,
CT,Housatonic: Milford Point,Walkers,B,13-Jun-24,6,AMOY,O,O,M,O,O,O,R,M,Fl,Fl,A,OS,OS,OS,OS,OS,OS,OS,O = Preening
CT,Housatonic: Milford Point,Walkers,B,13-Jun-24,6,SAND,R,R,R,R,R,R,R,R,R,R,R,R,R,O,R,R,R,R,O = Preening
NY,TOH,Dog_free,B,13-Jun-24,1,AMOY,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,R,"Helicopter went by at 2:20, preening"
NY,TOH,Dog_free,B,13-Jun-24,2,AMOY,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,Foraging in surf with mate
NY,TOH,Dog_free,B,13-Jun-24,3,AMOY,M,M,M,M,M,M,R,R,M,F,F,F,F,F,F,F,F,F,"Walking, preening, and foraging. 2 lifeguards ran by at 2:30"
NY,TOH,Dog_free,B,13-Jun-24,4,AMOY,R,M,A,R,R,FL,FL,R,R,R,R,R,R,R,R,R,R,R,2 people walking by at 0:20
NY,TOH,Dog_free,B,13-Jun-24,4,PIPL,F,M,F,F,F,F,F,F,F,A,F,F,F,F,F,M,M,A,"Mate flew over at 1:40, foraging with chicks, people setting up towels at 3:00"
NY,TOH,Dog_free,B,13-Jun-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating nest
NY,TOH,Dog_free,B,13-Jun-24,5,PIPL,M,F,F,F,F,F,F,F,F,F,F,F,F,F,F,M,F,F,Foraging in surf
NY,TOH,Dog_free,B,13-Jun-24,6,AMOY,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Standing and preening
NY,TOH,Dog_free,B,13-Jun-24,7,AMOY,M,R,R,R,R,R,R,R,R,R,R,R,R,M,M,R,R,R,Preening
NY,TOH,Dog_free,B,13-Jun-24,8,AMOY,A,M,A,A,A,A,A,M,A,A,A,M,M,M,FL,R,R,R,"2 Laughing gulls fighting for food near by at 0:10, man walking by at 1:40"
NY,TOH,Dog_free,B,13-Jun-24,8,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Heard in dune
NY,TOH,Dog_free,B,13-Jun-24,9,PIPL,F,F,F,R,R,R,R,R,R,R,R,M,M,M,M,M,M,M,"Preening, territoial at 2:40 because another AMOY flew over"
NY,TOH,Dog_free,B,13-Jun-24,9,AMOY,R,R,R,R,R,R,R,R,R,M,A,M,M,R,R,R,R,R,Walking with chicks
NY,TOH,Dog_free,B,13-Jun-24,10,AMOY,M,M,M,M,M,M,M,M,OS,F,F,F,F,F,F,F,F,F,"1st AMOY walked into dune and OS, switched to 2nd AMOY at 1:40, foraging in surf"
NY,Sunken,None,B,13-Jun-24,2,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,pipl incubating nest
NY,Sunken,None,B,13-Jun-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,F,F,R,incubating got up to forage around nest 
CT,Sandy Point,None,B,14-Jun-24,6,PIPL,M,R,M,R,R,FL,OS,R,A,A,A,A,O,O,O,O,O ,O,"Male flew off, Female took over incubating, O = Inc Nest"
CT,Sandy Point,None,B,14-Jun-24,7,PIPL,M,M,M,F ,M,R,R,F,M,R,R,R,R,M,F,F,R,F,
CT,Sandy Point,None,B,14-Jun-24,7,AMOY,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,"O = Inc Nest, mate of N17"
CT,Sandy Point,None,B,14-Jun-24,7,SESA,F,M,F,F,F,M,F,F,M,M,M,M,M,F,M,M,M,M,
CT,Sandy Point,None,B,14-Jun-24,8,PIPL,R,F,F,M,R,R,M,R,R,M,F,F,M,M,R,R,R,R,
CT,Sandy Point,None,B,14-Jun-24,8,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,R,M,
CT,Sandy Point,None,B,14-Jun-24,8,SESA,M,F,F,F,F,M,M,M,M,M,M,F,F,F,M,M,M,F,
NY,Jones,Walkers,B,14-Jun-24,1,AMOY,R,R,R,R,R,R,R,M,M,R,M,M,M,M,M,M,R,R,Person walked by at 1:50
NY,Jones,Walkers,B,14-Jun-24,1,PIPL,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Walking away from jetty then roosting
NY,Jones,Walkers,B,14-Jun-24,2,PIPL,R,R,R,R,R,R,R,M,R,FL,R,M,R,R,M,M,M,M,Helicopter flying right over point and really low at 2:30
NY,Jones,Walkers,B,14-Jun-24,2,AMOY,M,M,M,M,F,F,R,M,M,F,M,M,F,R,R,R,R,R,"Walking, foraging, and preening near dunes"
NY,Jones,Walkers,B,14-Jun-24,3,PIPL,R,R,R,R,R,R,R,R,R,R,M,M,R,R,R,R,R,R,Roosting and walking with chicks
NY,Jones,Walkers,B,14-Jun-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,R,R,Preening and standing
NY,Jones,Walkers,B,14-Jun-24,4,PIPL,M,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Flew OS into dune
NY,Jones,Walkers,B,14-Jun-24,5,PIPL,M,M,FL,M,M,R,R,R,F,M,F,M,M,F,M,F,M,F,Foraging in wrack line
NY,Jones,Walkers,B,14-Jun-24,6,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Incubating
NY,Jones,Walkers,B,14-Jun-24,6,AMOY,FL,FL,M,R,R,M,FL,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,Flew OS
NY,Jones,Walkers,B,14-Jun-24,7,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting/preening near dune
NY,Jones,Walkers,B,14-Jun-24,8,PIPL,M,M,R,M,M,M,M,R,R,R,R,R,R,R,R,R,R,R,Switched with mate at 1:20 to incubate nest
NY,Jones,Walkers,B,14-Jun-24,8,AMOY,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting with mate
NY,Jones,Walkers,B,14-Jun-24,9,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and preening
NY,Jones,Walkers,B,14-Jun-24,11,AMOY,FL,R,R,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,Preening and standing
NC,HI,None,,14-Jun-24,4,SAND,R,F,A,M,R,M,M,F,F,F,F,F,F,M,F,F,F,F,
NC,HI,None,,14-Jun-24,2,AMOY,A,A,A,A,A,A,M,M,A,A,A,A,A,A,M,M,A,A,
NC,HI,None,,14-Jun-24,1,AMOY,M,M,M,OS,OS,OS,M,M,A,A,A,M,M,A,A,A,A,A,One adult of pair guarding chick that was hiding along vegetation line
NY,Sunken,None,B,16-Jun-24,2,PIPL,M,M,M,M,M,M,R,R,R,M,M,M,M,M,M,M,M,M,moving with chicks through grasses 
NY,Sunken,None,B,16-Jun-24,5,PIPL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraging by wrack line 
SC,Folly Beach Lighthouse Inlet,Walkers,B,17-Jun-24,1,WIPL,F,F,F,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,FL,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,17-Jun-24,2,WIPL,A,A,M,M,M,A,A,A,A,M,A,A,A,A,A,A,A,A,other adult and 3 chicks went to forage in marsh as 1 adult stood guard
SC,Folly Beach Lighthouse Inlet,Walkers,B,17-Jun-24,3,WILL,F,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"not a focal species, but still observed"
NY,TOH,Dog_free,B,17-Jun-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Preening and standing
NY,TOH,Dog_free,B,17-Jun-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting and preening
NY,TOH,Dog_free,B,17-Jun-24,5,AMOY,M,M,M,M,M,M,R,M,M,M,M,R,R,R,R,M,R,R,Walking and resting with chicks
NY,TOH,Dog_free,B,17-Jun-24,5,PIPL,F,F,M,F,M,M,R,M,M,M,M,OS,OS,OS,OS,OS,OS,OS,"Walking and foraging with chick, went into dune"
NY,TOH,Dog_free,B,17-Jun-24,6,AMOY,FL,FL,FL,FL,FL,M,M,M,R,R,R,R,R,R,R,R,R,R,"Man flying kite/taking it down from start to 1:20, AMOY very vocal"
NY,TOH,Dog_free,B,17-Jun-24,6,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
NY,TOH,Dog_free,B,17-Jun-24,7,AMOY,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,R,Brooding chicks
NY,TOH,Dog_free,B,17-Jun-24,7,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Foraging in surf
NY,TOH,Dog_free,B,17-Jun-24,8,PIPL,F,F,F,F,M,F,F,F,F,M,F,F,F,M,F,M,F,F,Standing by nest
NY,TOH,Dog_free,B,17-Jun-24,8,AMOY,R,R,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,
NY,TOH,Dog_free,B,17-Jun-24,9,AMOY,A,A,A,R,R,R,FL,FL,R,R,R,R,R,R,R,R,R,R,"Territorial dispute between 2 pairs, 1st AMOY flew behind dune- switchec to 2nd AMOY at 1:30"
NY,TOH,Dog_free,B,17-Jun-24,10,AMOY,F,M,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,Roosting with mate and 2 juveniles
NC,HI,None,,18-Jun-24,4,AMOY,M,A,A,M,M,A,M,M,A,M,A,A,A,M,A,A,A,A,One adult of a pair with a young chick. All three walked towards veg inside the posting through LETE colony and were divebomed by terns throughout the observation
NC,HI,None,,18-Jun-24,2,AMOY,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,One adult guarding chick that hid in vegetation prior to starting the observation at the point
NC,HI,None,,18-Jun-24,1,AMOY,A,A,A,A,A,A,A,A,M,M,A,FL,OS,OS,OS,OS,OS,OS,"Chasing another AMOY territorially at 2:00, both flew out of sight"
CT,Bushy Beach,None,B,19-Jun-24,2,PIPL,M,M,F,F,F,F,M,A,A,M,M,M,F,F,F,F,F,F,
CT,Bushy Beach,None,B,19-Jun-24,3,PIPL,R,R,R,O,O,A,O,O,O,O,R,R,R,R,R,R,M,M,O = PREENING 
CT,Bushy Beach,None,B,19-Jun-24,3,AMOY,FL,FL,FL,A,A,A,M,M,M,A,A,R,R,R,R,R,R,R,R = INC
CT,Bushy Beach,None,B,19-Jun-24,4,PIPL,F,F,M,F,M,F,F,M,O,O,O,F,F,M,F,M,M,F,O = PREENING 
CT,Sandy Point,None,B,19-Jun-24,6,PIPL,M,M,M,R,FL,A,A,M,A,A,A,A,A,R,A,A,A,A,P14 Female fighting with P10
CT,Sandy Point,None,B,19-Jun-24,7,PIPL,R,R,M,F,F,F,F,F,R,M,R,R,M,R,R,R,R,R,
CT,Sandy Point,None,B,19-Jun-24,7,AMOY,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
CT,Sandy Point,None,B,19-Jun-24,8,PIPL,M,R,F,R,M,R,M,R,M,M,F,R,M,M,R,R,M,M,
CT,Sandy Point,None,B,19-Jun-24,8,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,M,R,R,R,R,R,
CT,Sandy Point,None,B,19-Jun-24,8,SAND,M,F,F,F,F,R,M,M,R,R,R,R,R,R,R,R,R,R,Sat down
CT,Sandy Point,None,B,19-Jun-24,8,SESA,M,F,M,F,F,F,M,M,M,F,M,A,A,R,M,F,F,F,Fighting with another individual
GA,EBGC,Dog_leash,B,19-Jun-24,2,WIPL,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,
CT,Long Beach,Walkers,B,20-Jun-24,6,PIPL,F,F,M,M,F,F,M,F,M,M,F,F,A,M,A,M,M,F,M PIPL (P12 F Inc. nest). A = bird moving towards me through timers survey - was only 5 m away when stopping to scope me out.
CT,Long Beach,Walkers,B,20-Jun-24,5,PIPL,R,FL,A,M,A,A,M,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Territorial dispute w/ nearby PIPL
CT,Long Beach,Walkers,B,20-Jun-24,4,PIPL,M,R,F,R,R,R,M,R,M,R,R,F,R,R,R,R,R,R,Solo PIPL
CT,Long Beach,Walkers,B,20-Jun-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,Incubating nest
CT,Long Beach,Walkers,B,20-Jun-24,3,PIPL,M,F,F,F,M,F,M,F,M,F,M,F,M,M,F,R,M,M,Fledged chick
CT,Long Beach,Walkers,B,20-Jun-24,2,PIPL,M,F,F,M,M,M,M,R,M,M,R,M,R,M,M,A,M,M,Young chick - alert when parents were chasing off a COGR
CT,Housatonic: Milford Point,Walkers,B,20-Jun-24,5,PIPL,R,R,R,R,R,A,A,M,M,M,OS,OS,OS,M,M,R,R,R,Incubating nest
CT,Housatonic: Milford Point,Walkers,B,20-Jun-24,5,AMOY,Fl,Fl,Fl,Fl,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
CT,Housatonic: Milford Point,Walkers,B,20-Jun-24,6,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,A,A,A,M,Incubating nest
CT,Housatonic: Milford Point,Walkers,B,20-Jun-24,6,AMOY,M,M,M,A,R,R,M,R,R,M,R,R,R,R,M,M,R,R,
NY,Sunken,None,B,20-Jun-24,5,PIPL,F,R,F,M,M,R,FL,F,F,FL,F,F,F,F,F,F,F,M,by shore 
SC,Harbor Island,Dog_leash,B,21-Jun-24,3,WIPL,R,R,R,R,R,R,R,M,M,M,M,M,R,M,FL,OS,OS,OS,There were other adult Wilson's in area and the female that was being observed fly away after being approached by a male. No other direct disturbance was observed. 
NY,Jones,Walkers,B,21-Jun-24,11,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NY,Jones,Walkers,B,21-Jun-24,11,PIPL,M,M,M,M,R,R,R,R,R,R,R,M,M,M,M,M,M,M,female w/ 2 chicks
NY,Jones,Walkers,B,21-Jun-24,1,AMOY,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,in group of 3 foragining by water
NY,Jones,Walkers,B,21-Jun-24,2,PIPL,F,F,F,F,F,M,M,M,A,A,A,A,A,A,A,A,A,A,male with 1 chick sitting next to drift wood
NY,Jones,Walkers,B,21-Jun-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,on 2 eggs
NY,Jones,Walkers,B,21-Jun-24,3,PIPL,F,M,M,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"1 female, 2 chicks"
NY,Jones,Walkers,B,21-Jun-24,4,PIPL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,foraginging in wrack line
NY,Jones,Walkers,B,21-Jun-24,6,PIPL,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,near exclosure
NY,Jones,Walkers,B,21-Jun-24,7,PIPL,F,R,R,R,M,M,M,R,M,M,R,R,R,R,R,R,R,R,sitting and moving down beach near fencing
NY,Jones,Walkers,B,21-Jun-24,8,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,in fencing
NY,Sunken,None,B,23-Jun-24,2,PIPL,F,F,F,F,F,F,F,A,A,M,M,M,A,A,A,A,A,A,person walked by plover family
NY,Sunken,None,B,23-Jun-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,still incubating
SC,Folly Beach Lighthouse Inlet,Walkers,B,24-Jun-24,1,PEEP,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
SC,Folly Beach Lighthouse Inlet,Walkers,B,24-Jun-24,2,WIPL,A,A,A,A,A,A,M,M,A,A,A,A,A,A,A,A,A,A,
SC,Folly Beach Lighthouse Inlet,Walkers,B,24-Jun-24,3,WILL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,24-Jun-24,3,AMOY,OS,OS,OS,OS,OS,FL,R,R,R,M,M,F,F,F,F,F,F,F,
SC,Folly Beach Lighthouse Inlet,Walkers,B,24-Jun-24,4,LETE,FL,FL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,FL,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,24-Jun-24,4,WILL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,FL,OS,OS,OS,OS,OS,OS,OS,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,24-Jun-24,4,PEEP,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,
CT,Sandy Point,None,B,26-Jun-24,6,PIPL,F,R,M,M,M,R,M,F,M,M,R,F,F,M,M,M,R,R,Chick P14
CT,Sandy Point,None,B,26-Jun-24,7,PIPL,R,R,M,R,R,M,R,R,R,R,R,R,R,R,R,R,R,R,Adult P1
CT,Sandy Point,None,B,26-Jun-24,8,PIPL,OS,M,M,M,R,R,OS,OS,M,R,R,R,R,R,R,R,R,R,Swapped with mate to incubate (P5)
CT,Sandy Point,None,B,26-Jun-24,8,AMOY,R,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P3
CT,Sandy Point,None,B,26-Jun-24,8,SAND,F,F,F,R,F,M,M,F,F,F,F,R,F,F,R,R,F,R,
CT,Housatonic: Milford Point,Walkers,B,27-Jun-24,5,PIPL,R,R,R,R,R,R,O,R,M,R,R,R,R,R,R,R,R,R,O = Moving Shell; R = Incubating
NY,Jones,Walkers,B,27-Jun-24,7,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,in wrack line
NY,Jones,Walkers,B,27-Jun-24,8,AMOY,F,F,F,F,F,M,F,F,F,M,M,F,F,F,F,F,F,F,by water
NY,Jones,Walkers,B,27-Jun-24,10,PIPL,F,F,F,F,F,R,M,m,F,F,F,F,F,F,F,F,F,F,in dunes
NY,Jones,Walkers,B,27-Jun-24,11,AMOY,R,R,F,F,F,R,R,R,R,R,R,R,R,R,R,R,R,R,"by dunes with chick, behind fencing"
NY,Jones,Walkers,B,27-Jun-24,1,PIPL,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,M,in fencing by grasses
NY,Jones,Walkers,B,27-Jun-24,1,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,inside fencing
NY,Jones,Walkers,B,27-Jun-24,3,PIPL,F,F,F,M,F,F,F,F,F,m,F,F,F,F,F,F,F,F,foraging by water
NY,Jones,Walkers,B,27-Jun-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,on nest
NY,Jones,Walkers,B,27-Jun-24,4,PIPL,M,M,M,R,R,M,R,M,M,M,M,R,R,R,R,R,R,R,moving down beach and roosting in wrack line
NY,Jones,Walkers,B,27-Jun-24,4,AMOY,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,by water
NY,TOH,Dog_free,B,27-Jun-24,2,AMOY,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"Roosting with mate by dunes, Banded: Orange- NA3"
NY,TOH,Dog_free,B,27-Jun-24,3,AMOY,M,R,R,R,R,M,M,R,R,R,R,R,R,R,R,R,R,M,"Roosting, Banded: Orange-NJH"
NY,TOH,Dog_free,B,27-Jun-24,4,PIPL,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,Heard from dune
NY,TOH,Dog_free,B,27-Jun-24,4,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"Roosting in fencing near dunes with mate and 2 juvenile, Banded: Orange- YJ7 "
NY,TOH,Dog_free,B,27-Jun-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Roosting in dunes
NY,TOH,Dog_free,B,27-Jun-24,6,AMOY,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"Banded: Orange- NLY, Roosting with mate and 2 chicks"
NY,TOH,Dog_free,B,27-Jun-24,6,PIPL,F,F,R,R,M,F,F,M,F,F,F,F,F,R,M,F,F,F,"Plane flew over at 2:10, foraging at surf"
NY,TOH,Dog_free,B,27-Jun-24,7,AMOY,F,F,F,F,F,M,F,F,F,F,F,F,F,F,F,F,F,F,Foraging at surf
NY,TOH,Dog_free,B,27-Jun-24,8,PIPL,F,F,F,F,M,R,F,M,F,F,M,F,M,M,M,F,F,M,Foraging with 3 chicks
NY,TOH,Dog_free,B,27-Jun-24,8,AMOY,M,M,R,R,M,R,M,M,R,M,M,M,M,M,M,M,R,R,"Walking back to incubate nest, no band"
NY,TOH,Dog_free,B,27-Jun-24,9,AMOY,R,R,R,R,R,R,R,R,R,R,FL,FL,R,R,R,R,R,R,"1st AMOY Roosting and Preening before flying OS, switched to 2nd AMOY at 2:10"
NY,TOH,Dog_free,B,27-Jun-24,10,PIPL,R,R,R,R,R,M,M,R,R,R,R,R,R,F,R,F,R,M,"Lifeguard walking past at 1:00, Walking with and watching 4 chicks"
NY,TOH,Dog_free,B,27-Jun-24,10,AMOY,R,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"Group of 3 ppl walked by at 0:20, Preening at water"
NC,NWB,None,,27-Jun-24,1,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NC,NWB,None,,27-Jun-24,2,AMOY,R,R,R,R,R,A,A,A,A,A,A,A,R,R,R,R,R,R,
NC,NWB,None,,27-Jun-24,3,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,
NC,HI,None,,27-Jun-24,1,AMOY,A,A,A,M,M,M,M,M,M,M,A,A,A,A,M,M,M,M,One adult guarding chick that hid in vegetation prior to starting the observation at the point
NC,HI,None,,27-Jun-24,2,AMOY,M,A,A,A,A,M,A,A,A,A,A,A,A,A,A,A,M,M,
NC,HI,None,,27-Jun-24,3,AMOY,M,M,M,A,A,M,A,A,M,M,A,M,A,M,M,M,M,M,
NC,HI,None,,27-Jun-24,5,AMOY,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,Observed one adult sitting for the entire 3 minutes
NC,HI,None,,27-Jun-24,4,AMOY,F,F,M,F,M,M,F,F,F,F,F,F,M,F,M,M,F,F,Observed one adult of a pair foraging
SC,Harbor Island,Dog_leash,B,28-Jun-24,3,WIPL,M,F,F,F,F,F,F,F,M,M,M,M,M,A,M,OS,OS,OS,LOST SITE OF SUBJECT 
SC,Harbor Island,Dog_leash,B,28-Jun-24,3,SAND,F,F,F,F,F,F,F,F,F,F,F,F,F,F,M,M,F,F,There were several SAND in non-breeding plumage
CT,Bushy Beach,None,B,28-Jun-24,1,PIPL,M,M,M,A,A,R,R,R,R,O,O,O,A,O,O,O,O,O,O = Preening
CT,Bushy Beach,None,B,28-Jun-24,2,PIPL,A,A,O,M,M,A,A,A,M,M,A,A,M,M,M,M,A,A,Great Black Gull close to nest area
CT,Bushy Beach,None,B,28-Jun-24,3,PIPL,M,M,M,A,A,M,M,A,M,M,M,A,M,M,M,M,M,M,
CT,Bushy Beach,None,B,28-Jun-24,3,AMOY,A,A,O,O,F,O,O,F,R,R,R,R,R,R,R,R,R,R,R = INC
CT,Bushy Beach,None,B,28-Jun-24,4,PIPL,F,F,M,F,F,F,M,A,A,M,M,M,A,A,M,M,A,A,Brooding over 2 pre fledges 
CT,Long Beach,Walkers,B,29-Jun-24,6,PIPL,R,M,M,OS,OS,OS,OS,OS,OS,R,R,R,R,R,M,M,R,M,OS = behind vegetation 
CT,Long Beach,Walkers,B,29-Jun-24,5,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,"PIPL inc, 2 ppl walking by 25m away @ 1:50-2:20"
CT,Long Beach,Walkers,B,29-Jun-24,4,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,PIPL inc
CT,Long Beach,Walkers,B,29-Jun-24,3,PIPL,R,R,R,R,O,O,O,O,O,O,O,R,O,O,O,O,O,O,JUV/Fledgling; O= Preening
CT,Long Beach,Walkers,B,29-Jun-24,2,PIPL,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,PF chick resting
SC,Folly Beach Lighthouse Inlet,Walkers,B,1-Jul-24,1,WIPL,F,FL,OS,OS,OS,FL,FL,FL,F,F,F,F,F,F,F,FL,OS,OS,
SC,Folly Beach Lighthouse Inlet,Walkers,B,1-Jul-24,2,WILL,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"not a focal species, but still observed"
SC,Folly Beach Lighthouse Inlet,Walkers,B,1-Jul-24,4,LETE,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,OS,FL,FL,OS,OS,"not a focal species, but still observed"
